Station_Sample_ID,Date,Season,State,District,Water_Body_Name,Water_Source_Type,Water_Temperature_C,pH,Dissolved_Oxygen_DO_mg_L,Biochemical_Oxygen_Demand_BOD_mg_L,Chemical_Oxygen_Demand_COD_mg_L,Total_Dissolved_Solids_TDS_mg_L,Turbidity_NTU,Nitrate_NO3_mg_L,Fluoride_F_mg_L,Arsenic_As_mg_L,Lead_Pb_mg_L,Fecal_Coliform_MPN_100ml,Water_Quality_Index_WQI,CPCB_Water_Quality_Class,Potability_Use_Assessment
IND-WQ-007501,2024-03-31,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,30.4,7.09,6.68,3.16,10.3,256.3,13.1,6.51,0.34,0.0032,0.0069,140,45.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007502,2025-12-26,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),18.6,8.2,0.37,19.57,112.1,1175.2,46.6,26.83,0.89,0.0131,0.0338,68000,35.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007503,2025-12-25,Winter,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),17.3,8.77,1.52,14.12,86.6,1299.7,82.7,35.83,1.04,0.0084,0.0133,1200000,34.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007504,2025-06-30,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),32.1,8.18,6.21,7.19,25.1,630.3,11.7,14.89,1.09,0.0058,0.0053,4800,49.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007505,2025-05-11,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),30.1,9.1,1.37,44.38,160.2,1519.9,83.2,61.07,1.4,0.0189,0.0285,450000,26.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007506,2024-09-08,Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,26.9,7.89,7.91,1.91,4.8,409.0,25.3,9.06,0.82,0.0051,0.0013,600,67.9,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007507,2024-02-04,Winter,Bihar,Patna,Ganga River,River (Surface Water),18.2,7.63,4.73,4.81,16.7,524.0,28.7,11.16,0.81,0.0118,0.0098,1200,44.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007508,2023-10-14,Post-Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),27.6,7.68,8.03,1.62,5.0,215.0,14.8,2.18,0.87,0.004,0.0037,140,78.2,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007509,2023-07-05,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),29.0,7.52,4.74,4.42,16.2,685.0,126.3,31.56,0.53,0.0105,0.0072,1200,44.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007510,2023-10-11,Post-Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),20.7,7.5,5.75,6.08,23.6,619.0,31.8,29.08,1.01,0.0034,0.0169,14000,40.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007511,2024-10-11,Post-Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),24.1,8.14,3.74,6.31,20.7,484.8,10.0,10.63,0.88,0.0028,0.0084,8500,27.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007512,2024-11-21,Post-Monsoon,Bihar,Patna,Ganga River,River (Surface Water),23.3,7.93,5.95,6.8,22.3,571.5,25.1,17.03,0.71,0.0103,0.0053,14000,44.2,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007513,2023-08-25,Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),24.8,6.93,4.86,6.04,23.3,569.1,99.3,23.96,0.74,0.0026,0.016,14000,50.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007514,2025-11-07,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),22.3,8.1,1.42,17.26,88.4,986.4,32.2,39.6,1.47,0.0224,0.0406,450000,37.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007515,2025-03-25,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,29.9,9.2,0.55,43.55,275.3,1447.9,52.3,29.87,0.85,0.0244,0.0463,180000,32.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007516,2025-07-16,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,24.8,7.98,0.22,48.54,201.9,1557.7,270.4,50.76,1.08,0.0091,0.0226,1200000,27.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007517,2024-02-18,Winter,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),20.7,7.22,4.13,3.2,11.7,562.7,11.9,26.0,0.53,0.0107,0.0149,1200,43.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007518,2023-01-09,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),20.7,8.6,0.2,46.11,202.5,1490.1,54.0,36.52,1.41,0.0114,0.044,180000,31.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007519,2024-02-24,Winter,Assam,Guwahati,Brahmaputra River,River (Surface Water),14.6,7.49,6.65,1.98,5.0,380.3,8.7,10.87,0.47,0.0038,0.0044,140,87.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007520,2023-01-29,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),17.7,8.78,0.32,42.56,222.7,1124.5,30.1,34.45,1.06,0.0134,0.0362,1200000,27.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007521,2023-12-14,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),21.2,8.01,1.79,21.42,75.6,869.0,47.4,62.15,0.95,0.0121,0.0433,450000,32.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007522,2024-10-22,Post-Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,23.0,8.67,1.29,36.59,173.4,1333.1,64.1,31.92,1.16,0.022,0.0447,450000,33.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007523,2024-07-29,Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),28.0,8.72,1.11,64.82,286.8,1571.9,164.2,62.43,1.26,0.0145,0.0342,450000,27.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007524,2024-03-25,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),29.1,7.31,7.07,2.14,6.9,271.1,7.6,3.1,0.35,0.0044,0.0061,600,67.7,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007525,2024-01-15,Winter,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),17.1,8.65,1.91,18.39,107.0,776.8,52.5,64.5,1.3,0.0245,0.0353,25000,27.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007526,2024-11-29,Post-Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,25.1,7.65,6.65,4.36,15.4,206.9,11.7,10.43,0.52,0.0031,0.0065,80,42.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007527,2024-01-01,Winter,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),21.1,7.72,4.65,4.54,17.5,480.0,16.1,15.99,1.03,0.0116,0.0126,14000,47.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007528,2026-06-04,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,30.0,6.96,7.02,1.58,4.9,221.1,12.2,9.29,0.59,0.0044,0.0062,20,95.2,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-007529,2026-02-15,Winter,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),18.8,8.25,4.69,1.71,5.9,2225.3,1.7,74.54,2.37,0.0078,0.0041,35,66.3,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007530,2024-02-16,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),20.0,8.36,0.58,28.74,142.7,1475.1,79.3,32.84,1.73,0.018,0.0394,1200000,29.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007531,2025-08-08,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),25.8,7.63,4.12,1.4,3.7,2556.8,4.0,43.95,2.34,0.0052,0.0078,90,55.1,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007532,2023-12-22,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),16.5,7.85,4.25,6.57,20.6,546.6,19.4,22.66,0.5,0.0084,0.0164,14000,43.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007533,2023-09-11,Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),27.7,7.94,1.25,18.85,119.5,1094.1,126.8,53.85,1.32,0.0258,0.0158,68000,29.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007534,2024-12-27,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),17.7,8.3,0.0,28.85,131.3,1817.8,52.5,29.0,1.25,0.0229,0.0405,25000,33.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007535,2024-11-11,Post-Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),24.1,7.44,5.95,2.28,6.2,288.2,13.3,2.5,0.73,0.0012,0.0035,80,84.2,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007536,2026-01-09,Winter,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,16.2,7.11,7.75,2.18,6.2,284.4,9.5,11.32,0.58,0.0013,0.0063,140,73.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007537,2025-12-05,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),15.1,8.04,1.55,24.3,104.5,894.6,69.1,28.1,1.08,0.0085,0.0161,1200000,27.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007538,2025-12-08,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),18.7,7.38,4.68,2.31,7.7,223.4,3.4,20.28,0.78,0.0468,0.0083,20,44.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007539,2025-03-20,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),29.3,8.26,0.47,59.81,349.9,1666.7,51.4,30.66,1.67,0.0207,0.0524,68000,28.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007540,2026-07-30,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),26.3,8.81,0.23,48.2,214.9,1454.4,161.9,59.1,1.16,0.0237,0.015,25000,35.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007541,2024-04-17,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),29.5,9.39,1.05,35.68,182.4,1874.9,31.3,64.82,1.65,0.0249,0.0243,1200000,26.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007542,2024-02-20,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,15.1,8.58,0.71,30.48,126.5,1976.7,44.7,29.25,1.21,0.0241,0.0123,180000,37.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007543,2025-09-05,Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,25.4,7.43,6.91,2.08,7.3,266.2,26.0,3.73,0.9,0.0036,0.0035,20,77.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007544,2024-08-22,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),26.5,7.13,6.82,1.8,6.0,361.0,72.3,6.85,0.77,0.0037,0.0019,140,75.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007545,2026-02-18,Winter,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),18.7,7.22,1.94,12.14,74.1,658.4,53.3,35.76,0.88,0.0197,0.0426,25000,31.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007546,2025-10-23,Post-Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),25.7,7.27,3.34,2.7,10.3,352.8,8.4,18.23,0.73,0.0262,0.0043,0,37.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007547,2024-04-04,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),30.7,9.32,0.24,51.59,274.9,1871.1,36.2,56.64,1.35,0.0278,0.0251,1200000,37.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007548,2026-06-04,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,29.9,8.7,0.48,48.01,294.0,1777.8,67.2,46.1,1.37,0.0249,0.0473,25000,27.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007549,2023-03-20,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),28.6,8.89,0.0,54.95,303.7,1112.7,46.9,38.27,1.54,0.0112,0.0174,25000,38.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007550,2025-02-13,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),18.0,8.49,5.0,4.14,14.9,622.1,12.8,27.13,0.66,0.006,0.0122,14000,41.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007551,2025-12-30,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),17.3,8.14,4.82,6.99,30.8,549.1,24.4,13.85,0.89,0.0022,0.0142,14000,43.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007552,2025-06-14,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,29.4,7.73,0.0,38.71,227.5,1358.0,54.8,36.57,0.8,0.0058,0.0242,25000,27.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007553,2026-05-05,Pre-Monsoon / Summer,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),33.0,8.09,6.48,2.09,7.2,2221.4,7.0,51.56,2.86,0.0043,0.0026,10,73.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007554,2023-02-27,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),24.8,7.51,0.0,37.2,168.2,1690.6,46.0,41.83,1.11,0.0203,0.0388,68000,33.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007555,2024-09-15,Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),28.9,7.9,0.51,42.52,217.0,1580.7,130.0,64.38,0.95,0.0102,0.0134,450000,30.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007556,2023-02-17,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),15.1,8.09,2.38,8.0,49.3,1400.4,50.8,55.16,1.18,0.0054,0.0463,25000,25.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007557,2026-04-23,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,34.2,8.22,8.35,2.64,6.6,303.7,14.7,7.16,0.78,0.0033,0.0012,350,85.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007558,2025-04-18,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,25.5,7.84,0.0,43.28,212.8,1836.2,51.9,46.4,1.11,0.0068,0.0517,450000,34.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007559,2023-06-14,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,32.7,7.71,5.53,2.63,8.9,305.2,6.6,7.63,0.86,0.0022,0.0063,20,78.2,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007560,2023-11-26,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),24.1,6.45,1.47,22.39,114.5,714.1,73.5,61.66,1.5,0.0143,0.0358,1200000,38.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007561,2026-02-18,Winter,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),21.1,7.66,4.54,1.88,5.0,2500.5,6.8,59.38,2.06,0.0021,0.0056,0,64.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007562,2023-08-01,Monsoon,Bihar,Patna,Ganga River,River (Surface Water),23.5,7.75,6.42,5.32,16.8,600.4,113.9,25.45,1.1,0.0107,0.0055,4800,49.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007563,2024-05-21,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),29.1,7.12,3.83,1.64,5.6,382.2,3.1,10.17,0.97,0.0493,0.0042,180,25.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007564,2025-07-04,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),28.8,9.04,0.21,35.97,126.0,1707.8,125.2,55.77,1.73,0.0215,0.0398,25000,36.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007565,2025-03-11,Pre-Monsoon / Summer,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),32.6,9.07,2.55,15.51,78.6,920.5,61.3,34.49,1.1,0.0136,0.0242,1200000,27.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007566,2023-06-17,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),28.4,7.68,6.92,2.45,9.5,253.1,12.6,1.61,0.39,0.0058,0.004,600,56.1,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007567,2025-09-21,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),26.6,8.99,0.23,36.44,159.6,1687.3,109.1,33.51,1.59,0.0138,0.0227,450000,29.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007568,2025-04-09,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),30.7,7.82,4.92,6.48,21.3,566.1,15.9,24.54,0.75,0.0055,0.0075,2400,51.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007569,2025-09-22,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),25.9,7.83,4.18,1.2,3.2,1595.8,3.1,42.31,3.44,0.0028,0.006,0,61.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007570,2025-09-13,Monsoon,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),26.6,8.08,5.13,2.42,7.8,1780.9,2.0,69.38,3.75,0.0055,0.0019,35,84.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007571,2025-02-25,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),19.6,8.2,0.0,50.51,295.3,1722.6,43.3,51.59,1.52,0.0213,0.0341,450000,30.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007572,2024-03-02,Pre-Monsoon / Summer,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),24.9,9.8,2.08,30.54,166.0,1246.5,37.6,44.25,1.5,0.017,0.0457,180000,26.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007573,2026-05-29,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),29.3,8.97,1.16,28.09,159.0,1369.2,34.1,55.68,1.13,0.0066,0.0236,68000,31.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007574,2025-10-12,Post-Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),21.6,8.45,2.99,15.05,75.8,1388.0,53.1,49.06,1.41,0.0144,0.0378,180000,29.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007575,2025-10-30,Post-Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),23.2,8.13,0.4,40.59,217.5,1681.8,52.8,30.08,0.81,0.0093,0.0214,68000,28.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007576,2026-02-17,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),23.3,7.91,0.13,46.55,169.4,1595.6,35.2,39.59,1.76,0.0107,0.0135,450000,29.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007577,2026-06-24,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),31.9,8.85,0.0,48.42,224.7,1442.8,36.6,27.61,1.17,0.0073,0.0289,450000,35.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007578,2026-05-29,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),27.7,8.73,0.64,24.31,116.5,1261.6,66.7,42.92,1.48,0.0189,0.0188,450000,28.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007579,2025-02-11,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),16.5,9.31,0.26,53.91,329.7,1878.9,77.9,38.17,1.25,0.0198,0.0146,1200000,36.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007580,2025-12-17,Winter,Assam,Guwahati,Brahmaputra River,River (Surface Water),19.8,7.77,8.37,1.82,5.2,197.6,11.2,11.95,0.78,0.0022,0.003,80,83.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007581,2026-02-25,Winter,Tamil Nadu,Chennai,Cooum River,River (Surface Water),21.3,7.91,0.98,48.18,231.7,1589.5,40.7,59.35,0.85,0.0189,0.0217,450000,28.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007582,2024-12-17,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),15.5,7.59,0.0,34.31,155.5,1702.2,34.7,46.21,0.92,0.0242,0.05,25000,38.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007583,2023-03-27,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),31.1,7.33,7.9,2.21,6.5,331.3,5.2,1.98,0.66,0.0045,0.0018,140,79.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007584,2023-04-14,Pre-Monsoon / Summer,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),28.9,7.74,0.62,20.04,108.7,842.9,56.8,32.22,1.0,0.0231,0.0275,180000,30.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007585,2023-05-23,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),28.3,8.19,0.63,51.08,331.2,2089.8,73.6,57.67,1.26,0.0129,0.0333,1200000,26.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007586,2023-07-24,Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,27.3,8.94,0.4,43.64,255.0,1308.9,242.1,31.92,0.85,0.0138,0.0127,25000,28.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007587,2024-10-02,Post-Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),23.0,7.06,3.32,2.63,10.1,361.7,2.4,21.87,0.79,0.038,0.0079,20,37.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007588,2025-11-27,Post-Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,23.3,7.42,7.84,1.59,5.7,244.5,7.0,7.56,0.44,0.0041,0.0013,600,68.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-007589,2026-08-25,Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,29.9,7.08,6.68,2.35,9.0,336.4,52.3,11.78,0.38,0.0055,0.0018,80,84.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-007590,2025-12-11,Winter,Telangana,Hyderabad,Musi River,River (Surface Water),18.7,8.05,0.23,38.82,214.4,1652.7,42.5,49.3,0.89,0.0077,0.0194,68000,34.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007591,2023-01-01,Winter,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),19.7,7.97,3.35,2.03,6.1,1382.4,5.0,30.66,3.14,0.0029,0.0048,0,33.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007592,2023-01-11,Winter,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),15.1,7.74,5.08,4.68,18.1,705.5,13.4,17.51,0.52,0.0076,0.0076,4800,47.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007593,2025-01-16,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),16.8,7.47,5.53,4.78,17.9,662.2,10.5,30.66,0.67,0.0035,0.0104,4800,53.7,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-007594,2026-05-22,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),32.6,7.62,1.91,18.66,104.7,903.0,60.9,53.29,1.23,0.0116,0.0448,68000,35.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-007595,2025-08-13,Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),28.0,9.28,1.25,32.48,133.3,2043.3,165.6,25.07,1.34,0.0072,0.0211,450000,26.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
